timestamp,test,cross_track error
1744829853.3674185,medium,0.0
1744829853.3784745,medium,0.0
1744829853.4009824,medium,0.0
1744829853.4194703,medium,0.0
1744829853.439729,medium,0.0
1744829853.4674401,medium,0.0
1744829853.4785013,medium,0.0
1744829853.4973187,medium,0.0
1744829853.5206082,medium,0.0
1744829853.5391338,medium,0.0
1744829853.558768,medium,0.0
1744829853.5792444,medium,0.0
1744829853.598713,medium,0.0
1744829853.6238196,medium,0.0
1744829853.639061,medium,0.0
1744829853.658905,medium,0.0
1744829853.678432,medium,0.0
1744829853.6984649,medium,0.0
1744829853.7198188,medium,0.0
1744829853.7381856,medium,0.0
1744829853.758486,medium,0.0
1744829853.7818856,medium,0.0
1744829853.7972476,medium,0.0
1744829853.818219,medium,0.0
1744829853.8382652,medium,0.0
1744829853.8586354,medium,0.0
1744829853.8800855,medium,0.0
1744829853.8982446,medium,0.0
1744829853.9180722,medium,0.0
1744829853.9385087,medium,0.0
1744829853.9607544,medium,0.0
1744829853.9811792,medium,0.0
1744829853.9991314,medium,0.0
1744829854.0207558,medium,0.0
1744829854.0404558,medium,0.0
1744829854.0592322,medium,0.0
1744829854.079127,medium,0.0
1744829854.0994568,medium,0.0
1744829854.1181252,medium,0.0
1744829854.1429172,medium,0.0
1744829854.1610627,medium,0.0
1744829854.1785498,medium,0.0
1744829854.1986828,medium,0.0
1744829854.2188451,medium,0.0
1744829854.2393112,medium,0.0
1744829854.2618632,medium,0.0
1744829854.2788932,medium,0.0
1744829854.3074899,medium,0.0
1744829854.3194623,medium,0.0
1744829854.337387,medium,0.0
1744829854.3593757,medium,0.0
1744829854.3794875,medium,0.0
1744829854.4003985,medium,0.0
1744829854.4251034,medium,0.0
1744829854.4386637,medium,0.0
1744829854.4613566,medium,0.0
1744829854.477517,medium,0.0
1744829854.4977367,medium,0.0
1744829854.522079,medium,0.0
1744829854.5391,medium,0.0
1744829854.5757766,medium,0.0
1744829854.5849679,medium,0.0
1744829854.5994267,medium,0.0
1744829854.6189713,medium,0.0
1744829854.6560242,medium,0.0
1744829854.6684272,medium,0.0
1744829854.6813085,medium,0.0
1744829854.6987777,medium,0.0
1744829854.718664,medium,0.0
1744829854.739275,medium,0.0
1744829854.7593992,medium,0.0
1744829854.779458,medium,0.0
1744829854.801283,medium,0.0
1744829854.818465,medium,0.0
1744829854.837182,medium,0.0
1744829854.8596797,medium,0.0
1744829854.8795311,medium,0.0
1744829854.9002528,medium,0.0
1744829854.9182017,medium,0.0
1744829854.9395955,medium,0.0
1744829854.9606357,medium,0.0
1744829854.978805,medium,0.0
