timestamp,test,cross_track error
1745462568.5023286,medium,0.0
1745462568.5118637,medium,0.0
1745462568.5336714,medium,0.0
1745462568.553795,medium,0.0
1745462568.5726337,medium,0.0
1745462568.591864,medium,0.0
1745462568.6141648,medium,0.0
1745462568.6353447,medium,0.0
1745462568.6518683,medium,0.0
1745462568.6717672,medium,0.0
1745462568.6982226,medium,0.0
1745462568.7128875,medium,0.0
1745462568.7331166,medium,0.0
1745462568.7518826,medium,0.0
1745462568.7716327,medium,0.0
1745462568.7949555,medium,0.0
1745462568.8115852,medium,0.0
1745462568.8322687,medium,0.0
1745462568.8592923,medium,0.0
1745462568.8717868,medium,0.0
1745462568.8923676,medium,0.0
1745462568.9171717,medium,0.0
1745462568.9321759,medium,0.0
1745462568.9532342,medium,0.0
1745462568.9720638,medium,0.0
1745462568.992246,medium,0.0
1745462569.0194674,medium,0.0
1745462569.0321884,medium,0.0
1745462569.0559347,medium,0.0
1745462569.0745158,medium,0.0
1745462569.0933952,medium,0.0
1745462569.1161628,medium,0.0
1745462569.13402,medium,0.0
1745462569.1539083,medium,0.0
1745462569.171743,medium,0.0
1745462569.192093,medium,0.0
1745462569.2116258,medium,0.0
1745462569.2318838,medium,0.0
1745462569.2515163,medium,0.0
1745462569.2742171,medium,0.0
1745462569.291764,medium,0.0
1745462569.3117783,medium,0.0
1745462569.33666,medium,0.0
1745462569.3520315,medium,0.0
1745462569.3723514,medium,0.0
1745462569.391712,medium,0.0
1745462569.4136927,medium,0.0
1745462569.4344049,medium,0.0
1745462569.4523199,medium,0.0
1745462569.471849,medium,0.0
1745462569.4955633,medium,0.0
1745462569.511978,medium,0.0
1745462569.5326798,medium,0.0
1745462569.5524147,medium,0.0
1745462569.5722623,medium,0.0
1745462569.5943274,medium,0.0
1745462569.6120343,medium,0.0
1745462569.631522,medium,0.0
1745462569.651708,medium,0.0
1745462569.6727355,medium,0.0
1745462569.6916654,medium,0.0
1745462569.7123933,medium,0.0
1745462569.7316384,medium,0.0
1745462569.7555504,medium,0.0
1745462569.7716322,medium,0.0
1745462569.7915149,medium,0.0
1745462569.8169613,medium,0.0
1745462569.831584,medium,0.0
1745462569.8527856,medium,0.0
1745462569.8728569,medium,0.0
1745462569.8927767,medium,0.0
1745462569.9140382,medium,0.0
1745462569.931566,medium,0.0
1745462569.9549735,medium,0.0
1745462569.9722958,medium,0.0
1745462569.9928908,medium,0.0
1745462570.0156827,medium,0.0
1745462570.0344386,medium,0.0
1745462570.0532265,medium,0.0
1745462570.0719287,medium,0.0
1745462570.0917861,medium,0.0
1745462570.1117709,medium,0.0
1745462570.135745,medium,0.0
1745462570.152113,medium,0.0
1745462570.1718905,medium,0.0
1745462570.1918838,medium,0.0
1745462570.2119176,medium,0.0
1745462570.2395976,medium,0.0
1745462570.2518663,medium,0.0
1745462570.2740507,medium,0.0
1745462570.291553,medium,0.0
1745462570.3116055,medium,0.0
1745462570.3324893,medium,0.0
1745462570.351809,medium,0.0
1745462570.3716173,medium,0.0
1745462570.395096,medium,0.0
1745462570.411697,medium,0.0
1745462570.4317,medium,0.0
1745462570.4582174,medium,0.0
1745462570.4716778,medium,0.0
1745462570.4931283,medium,0.0
1745462570.5120246,medium,0.0
1745462570.531973,medium,0.0
1745462570.5550706,medium,0.0
1745462570.5723732,medium,0.0
1745462570.5920837,medium,0.0
1745462570.6172643,medium,0.0
1745462570.6318386,medium,0.0
1745462570.6529677,medium,0.0
1745462570.6734357,medium,0.0
1745462570.6927855,medium,0.0
1745462570.7145069,medium,0.0
1745462570.7316778,medium,0.0
1745462570.7516286,medium,0.0
1745462570.779494,medium,0.0
1745462570.7916527,medium,0.0
1745462570.8131588,medium,0.0
1745462570.8335426,medium,0.0
1745462570.85261,medium,0.0
1745462570.8829532,medium,0.0
1745462570.8924506,medium,0.0
1745462570.91384,medium,0.0
1745462570.9318092,medium,0.0
1745462570.9525423,medium,0.0
1745462570.9727702,medium,0.0
1745462570.9917748,medium,0.0
1745462571.0135562,medium,0.0
1745462571.033076,medium,0.0
1745462571.0638723,medium,0.0
1745462571.0769463,medium,0.0
1745462571.0932372,medium,0.0
1745462571.127785,medium,0.0
1745462571.1349072,medium,0.0
1745462571.1565921,medium,0.0
1745462571.1748986,medium,0.0
1745462571.192376,medium,0.0
1745462571.2122252,medium,0.0
1745462571.2447777,medium,0.0
1745462571.2523432,medium,0.0
1745462571.2768686,medium,0.0
1745462571.2934246,medium,0.0
1745462571.3122969,medium,0.0
1745462571.342339,medium,0.0
1745462571.3521721,medium,0.0
1745462571.3765898,medium,0.0
1745462571.3937569,medium,0.0
1745462571.4121535,medium,0.0
1745462571.4392726,medium,0.0
1745462571.452133,medium,0.0
1745462571.4745407,medium,0.0
1745462571.494391,medium,0.0
1745462571.5131607,medium,0.0
1745462571.5415561,medium,0.0
1745462571.5524764,medium,0.0
1745462571.5725396,medium,0.0
1745462571.5926244,medium,0.0
1745462571.6151917,medium,0.0
1745462571.6394978,medium,0.0
1745462571.6552315,medium,0.0
1745462571.672514,medium,0.0
1745462571.6931248,medium,0.0
1745462571.712673,medium,0.0
1745462571.7318742,medium,0.0
1745462571.7526934,medium,0.0
1745462571.7720292,medium,0.0
1745462571.7973833,medium,0.0
1745462571.8119705,medium,0.0
1745462571.8342047,medium,0.0
1745462571.8621957,medium,0.0
1745462571.872856,medium,0.0
1745462571.89202,medium,0.0
1745462571.9151313,medium,0.0
1745462571.9368937,medium,0.0
1745462571.9527192,medium,0.0
1745462571.9720502,medium,0.0
1745462571.9963608,medium,0.0
1745462572.0135098,medium,0.0
1745462572.0317175,medium,0.0
1745462572.0598173,medium,0.0
1745462572.0716786,medium,0.0
1745462572.0930152,medium,0.0
1745462572.115199,medium,0.0
1745462572.1330707,medium,0.0
1745462572.1516476,medium,0.0
1745462572.1729875,medium,0.0
1745462572.1925125,medium,0.0
1745462572.2181833,medium,0.0
1745462572.2327752,medium,0.0
1745462572.2516358,medium,0.0
1745462572.2753532,medium,0.0
1745462572.2929544,medium,0.0
1745462572.320628,medium,0.0
1745462572.3321698,medium,0.0
1745462572.356219,medium,0.0
1745462572.3722413,medium,0.0
1745462572.392636,medium,0.0
1745462572.4117312,medium,0.0
1745462572.4317877,medium,0.0
1745462572.4519176,medium,0.0
1745462572.4726403,medium,0.0
1745462572.493345,medium,0.0
1745462572.5133317,medium,0.0
1745462572.5399764,medium,0.0
1745462572.5539613,medium,0.0
1745462572.5750742,medium,0.0
1745462572.5919058,medium,0.0
1745462572.6142833,medium,0.0
1745462572.6318421,medium,0.0
1745462572.65276,medium,0.0
1745462572.6758745,medium,0.0
1745462572.7625084,medium,0.0
1745462572.7657688,medium,0.0
1745462572.7730308,medium,0.0
1745462572.7921875,medium,0.0
1745462572.8132818,medium,0.0
1745462572.8368566,medium,0.0
1745462572.852665,medium,0.0
1745462572.8730032,medium,0.0
1745462572.8977473,medium,0.0
1745462572.9121013,medium,0.0
1745462572.9327466,medium,0.0
1745462572.9533966,medium,0.0
1745462572.972054,medium,0.0
1745462572.992195,medium,0.0
1745462573.0163443,medium,0.0
1745462573.0321274,medium,0.0
1745462573.054168,medium,0.0
1745462573.0757413,medium,0.0
1745462573.0965917,medium,0.0
1745462573.1123395,medium,0.0
1745462573.1318097,medium,0.0
1745462573.1551974,medium,0.0
1745462573.1718638,medium,0.0
1745462573.192897,medium,0.0
1745462573.220227,medium,0.0
1745462573.233125,medium,0.0
1745462573.2526886,medium,0.0
1745462573.2784226,medium,0.0
1745462573.2927334,medium,0.0
1745462573.3140233,medium,0.0
1745462573.332445,medium,0.0
1745462573.3521848,medium,0.0
1745462573.3736954,medium,0.0
1745462573.3925457,medium,0.0
1745462573.4130013,medium,0.0
1745462573.4335294,medium,0.0
1745462573.452079,medium,0.0
1745462573.4735625,medium,0.0
1745462573.499853,medium,0.0
1745462573.5142496,medium,0.0
1745462573.5330782,medium,0.0
1745462573.556385,medium,0.0
1745462573.572001,medium,0.0
1745462573.599656,medium,0.0
1745462573.6130905,medium,0.0
1745462573.6335204,medium,0.0
