timestamp,test,cross_track error
1744816042.1737041,long,0.0
1744816042.1792343,long,0.0
1744816042.1985033,long,0.0
1744816042.2217,long,0.0
1744816042.2395175,long,0.0
1744816042.2586646,long,0.0
1744816042.2805443,long,0.0
1744816042.298537,long,0.0
1744816042.318675,long,0.0
1744816042.3386736,long,0.0
1744816042.3585234,long,0.0
1744816042.3784835,long,0.0
1744816042.3996239,long,0.0
1744816042.4185236,long,0.0
1744816042.44121,long,0.0
1744816042.459353,long,0.0
1744816042.4793437,long,0.0
1744816042.4986541,long,0.0
1744816042.5186617,long,0.0
1744816042.5390444,long,0.0
1744816042.56139,long,0.0
1744816042.5813706,long,0.0
1744816042.6078699,long,0.0
1744816042.62172,long,0.0
1744816042.6409714,long,0.0
1744816042.6597385,long,0.0
1744816042.6800761,long,0.0
1744816042.6991973,long,0.0
1744816042.719198,long,0.0
1744816042.7387445,long,0.0
1744816042.7609155,long,0.0
1744816042.7786756,long,0.0
1744816042.7995203,long,0.0
1744816042.8223255,long,0.0
1744816042.8386724,long,0.0
1744816042.85854,long,0.0
1744816042.8813834,long,0.0
1744816042.8995829,long,0.0
1744816042.9192832,long,0.0
1744816042.938751,long,0.0
1744816042.958891,long,0.0
1744816042.9789221,long,0.0
1744816042.9986737,long,0.0
1744816043.0187905,long,0.0
1744816043.0387526,long,0.0
1744816043.0687,long,0.0
1744816043.080573,long,0.0
1744816043.1159048,long,0.0
1744816043.132467,long,0.0
1744816043.1388354,long,0.0
1744816043.160064,long,0.0
1744816043.1802106,long,0.0
1744816043.1987102,long,0.0
1744816043.2190328,long,0.0
1744816043.2388482,long,0.0
1744816043.258715,long,0.0
1744816043.2786646,long,0.0
1744816043.2987292,long,0.0
1744816043.3188803,long,0.0
1744816043.3415716,long,0.0
1744816043.3591375,long,0.0
1744816043.3792524,long,0.0
1744816043.3985586,long,0.0
1744816043.418692,long,0.0
1744816043.4385867,long,0.0
1744816043.4586596,long,0.0
1744816043.4803228,long,0.0
1744816043.5003219,long,0.0
1744816043.5198455,long,0.0
1744816043.5399098,long,0.0
1744816043.5617254,long,0.0
1744816043.5791342,long,0.0
1744816043.5989802,long,0.0
1744816043.6200385,long,0.0
1744816043.6392248,long,0.0
1744816043.6593132,long,0.0
1744816043.6798296,long,0.0
1744816043.6998475,long,0.0
1744816043.7196994,long,0.0
1744816043.7393346,long,0.0
1744816043.7593591,long,0.0
1744816043.7786689,long,0.0
1744816043.799102,long,0.0
1744816043.8191657,long,0.0
1744816043.8389213,long,0.0
1744816043.8588865,long,0.0
1744816043.8785677,long,0.0
1744816043.8985546,long,0.0
1744816043.918766,long,0.0
1744816043.9407651,long,0.0
1744816043.9587095,long,0.0
1744816043.9796145,long,0.0
1744816043.999444,long,0.0
1744816044.0191815,long,0.0
1744816044.0389156,long,0.0
1744816044.0584676,long,0.0
1744816044.0784855,long,0.0
1744816044.0984523,long,0.0
1744816044.1184673,long,0.0
1744816044.1407535,long,0.0
1744816044.1588836,long,0.0
1744816044.1790123,long,0.0
1744816044.1989648,long,0.0
1744816044.2188041,long,0.0
1744816044.2386088,long,0.0
1744816044.259096,long,0.0
1744816044.2800207,long,0.0
1744816044.3010776,long,0.0
1744816044.319505,long,0.0
