time
1.2737963199615479
1.2252910137176514
1.4050681591033936
1.2293570041656494
1.1937947273254395
1.199082612991333
1.2086114883422852
1.2837679386138916
1.1964778900146484
1.2111175060272217
1.1940243244171143
1.2193989753723145
