timestamp,robot_x,robot_y,cross_track error
1745465955.8321652,-6.5370243757422735,19.08537757154322,0.13344600601650988
1745465955.8410037,-6.534273675926094,19.074441251021803,0.14437793175760708
1745465955.849695,-6.550482143701732,19.063015947810936,0.15582903494154957
1745465955.9426444,-6.452416863584476,19.06335793350314,0.1635849667916476
1745465956.949702,-6.569026654983696,18.97352557576402,0.23795150190583997
1745465956.9658446,-6.537214356109029,19.01079958286828,0.20802420267902372
1745465956.9798937,-6.544021336016904,19.018056587027978,0.20077804887958647
1745465956.9898152,-6.497878708890211,19.014133042670814,0.2047138073655058
1745465957.004391,-6.527472461927376,18.962918046545976,0.25589016281831306
1745465957.0125382,-6.534260700148079,18.968553523428994,0.25026550439001455
1745465957.01934,-6.534894506451558,18.953586324670923,0.2652336935990587
1745465957.026856,-6.47698326278975,19.00214429100366,0.21824000178127856
1745465957.0331182,-6.472037546726881,19.011694396483822,0.20944882688954755
1745465957.040444,-6.477980305932042,19.01436035489605,0.2059938378153505
1745465957.050896,-6.466900664122498,19.007587450278297,0.21432675055093575
1745465957.0600204,-6.45454369270373,18.988406592758658,0.2355033186053443
1745465957.1478262,-6.498566614423481,18.97931014919765,0.23951048660610819
1745465957.169305,-6.496672491254621,18.977055480205017,0.2418105645317294
1745465957.6814466,-6.547066664030268,18.957389468884344,0.26144994023132884
1745465957.6915832,-6.546438431491202,18.95684478192495,0.26199362594352277
1745465957.721837,-6.532124322350741,18.95087176169036,0.267943841195026
1745465957.72566,-6.53946005501127,18.937632531847388,0.28119473752306545
1745465957.735181,-6.542255539854597,18.927817367437385,0.2907866639846234
1745465957.7422135,-6.542153386769053,18.9335704384732,0.28526111528809295
1745465957.9308915,-6.560764402700437,18.93232718793993,0.27697833575635633
1745465957.9432461,-6.555899243287627,18.929899818598802,0.28160082263874264
1745465957.950107,-6.541340338343014,18.93231445247089,0.2865158047935221
1745465957.9597743,-6.545672843441258,18.939142582846255,0.27951307645369194
1745465957.9777646,-6.524071495891199,18.93657470994777,0.28222804944751356
1745465957.983228,-6.525132331159539,18.936802756294238,0.2820016929326543
1745465958.172724,-6.515943219226196,18.960464900352203,0.2583249438188158
1745465958.2045548,-6.417144461262207,19.06073727211056,0.18007657551422254
1745465958.2127485,-6.414117727922068,19.053526221906104,0.18785767690074034
1745465958.2359548,-6.531982152809295,18.96774949971796,0.25106589814626207
1745465958.3930817,-6.537979923527759,18.962890796809063,0.2559341472600299
1745465958.409359,-6.526566350650614,18.945017223717674,0.27378951982272676
1745465958.4247897,-6.521119519452952,18.935322845363544,0.28347521097015316
1745465958.440916,-6.522517043305733,18.935834459902928,0.28296582285007416
1745465958.4505026,-6.530912867453388,18.938316427089887,0.28049723044474084
1745465958.6495504,-6.542058432267437,18.935356974874296,0.2834744299232466
1745465958.6598637,-6.5337209894292085,18.93390915409082,0.28490897021784006
1745465958.673196,-6.549501793055665,18.934184256789315,0.28146377430996466
1745465958.6823416,-6.53800511545639,18.940371263688156,0.27845369194203096
1745465958.6948178,-6.547120093534678,18.929914153568525,0.28633886478005066
1745465958.726469,-6.52768294337999,18.977931495233747,0.2408770683955861
1745465958.7352457,-6.523943532260609,18.977052987415668,0.2417496195154529
1745465958.759144,-6.536492576246683,18.991684109224977,0.22713850253389653
1745465958.7669902,-6.527434779102552,18.980091652350783,0.23871651877865802
1745465958.7973678,-6.526703693778151,19.03067643032059,0.18813064059895518
1745465958.8036199,-6.52832177806426,19.029998300133457,0.18881134697269178
1745465958.8261657,-6.4895108013004394,19.015467187821322,0.20378220701657823
1745465958.8334813,-6.492460070312202,19.003854863006822,0.21519758823626073
1745465958.8588147,-6.495180153632163,19.022343594502843,0.19660182469440474
1745465958.8660703,-6.4953050619939665,19.026272550090923,0.19267110215107702
1745465958.8910725,-6.527550540450983,19.024807145287713,0.1940012669208029
1745465959.0562367,-6.539541920933196,19.026680028654276,0.19214748403666507
1745465959.0669696,-6.525073622952672,19.010760665817962,0.20804378370591492
1745465959.075218,-6.529730029426911,19.0201705021889,0.1986413753085648
1745465959.0829854,-6.528647331718663,19.032879064090146,0.185931105163573
1745465959.0970948,-6.548642635417141,19.03169108617827,0.18715092714752324
1745465959.1006527,-6.557694177367326,19.046201663683483,0.17265478401036097
1745465959.111223,-6.548326138993785,19.04730245021205,0.17153907884425298
