timestamp,test,cross_track error
1744818631.8037322,medium,0.0
1744818631.8082204,medium,0.0
1744818631.8275015,medium,0.0
1744818631.847699,medium,0.0
1744818631.868205,medium,0.0
1744818631.8890164,medium,0.0
1744818631.9097464,medium,0.0
1744818631.9298148,medium,0.0
1744818631.9474707,medium,0.0
1744818631.9677794,medium,0.0
1744818631.9885147,medium,0.0
1744818632.0103037,medium,0.0
1744818632.0275931,medium,0.0
1744818632.0483148,medium,0.0
1744818632.0681183,medium,0.0
1744818632.0904088,medium,0.0
1744818632.1074982,medium,0.0
1744818632.1275868,medium,0.0
1744818632.1485267,medium,0.0
1744818632.16811,medium,0.0
1744818632.1874335,medium,0.0
1744818632.2077065,medium,0.0
1744818632.2277257,medium,0.0
1744818632.2492552,medium,0.0
1744818632.269227,medium,0.0
1744818632.289917,medium,0.0
1744818632.30905,medium,0.0
1744818632.3282278,medium,0.0
1744818632.3486226,medium,0.0
1744818632.3672392,medium,0.0
1744818632.3875709,medium,0.0
1744818632.407615,medium,0.0
1744818632.427548,medium,0.0
1744818632.4468124,medium,0.0
1744818632.4687731,medium,0.0
1744818632.487467,medium,0.0
1744818632.5072489,medium,0.0
1744818632.5277634,medium,0.0
1744818632.54915,medium,0.0
1744818632.5687406,medium,0.0
1744818632.588528,medium,0.0
1744818632.6074116,medium,0.0
1744818632.6276884,medium,0.0
1744818632.6480455,medium,0.0
1744818632.6676893,medium,0.0
1744818632.6876552,medium,0.0
1744818632.7105916,medium,0.0
1744818632.7288675,medium,0.0
1744818632.7475576,medium,0.0
1744818632.7687035,medium,0.0
1744818632.7947195,medium,0.0
1744818632.8074193,medium,0.0
1744818632.826825,medium,0.0
1744818632.8512466,medium,0.0
1744818632.8685386,medium,0.0
1744818632.8873622,medium,0.0
1744818632.9075718,medium,0.0
1744818632.9284773,medium,0.0
1744818632.947303,medium,0.0
1744818632.968301,medium,0.0
1744818632.987608,medium,0.0
1744818633.0085866,medium,0.0
1744818633.0266569,medium,0.0
1744818633.0485017,medium,0.0
1744818633.068516,medium,0.0
1744818633.0886219,medium,0.0
1744818633.1074011,medium,0.0
1744818633.1282487,medium,0.0
1744818633.1476083,medium,0.0
1744818633.1681528,medium,0.0
1744818633.1872108,medium,0.0
1744818633.207907,medium,0.0
1744818633.2275894,medium,0.0
1744818633.2476556,medium,0.0
1744818633.2684371,medium,0.0
1744818633.2873423,medium,0.0
1744818633.3077068,medium,0.0
1744818633.327486,medium,0.0
1744818633.3473175,medium,0.0
1744818633.3687916,medium,0.0
1744818633.387398,medium,0.0
1744818633.4082499,medium,0.0
1744818633.4270115,medium,0.0
1744818633.4483492,medium,0.0
1744818633.467859,medium,0.0
1744818633.4874942,medium,0.0
1744818633.5109155,medium,0.0
1744818633.5303807,medium,0.0
1744818633.5499513,medium,0.0
1744818633.5739505,medium,0.0
1744818633.588895,medium,0.0
1744818633.6102479,medium,0.0
1744818633.6276803,medium,0.0
1744818633.6485977,medium,0.0
1744818633.6672347,medium,0.0
1744818633.6888876,medium,0.0
1744818633.707697,medium,0.0
1744818633.728397,medium,0.0
1744818633.7504947,medium,0.0
1744818633.767422,medium,0.0
1744818633.788264,medium,0.0
1744818633.8103397,medium,0.0
1744818633.8276563,medium,0.0
1744818633.8533132,medium,0.0
